"strategy","phase_1_vaccine_transmission_reduction","phase_2_3_vaccine_transmission_reduction","vaccine_uptake","relax_strategies","unmitigated_reproduction_rate","effect","change_in_HALYs","type"
"Tight Suppression",50,50,60,0,3.125,"Anxiety",-88.69,"Morbidity"
"Tight Suppression",50,50,60,0,3.75,"Anxiety",-165.43,"Morbidity"
"Tight Suppression",50,50,60,1,2.5,"Anxiety",-0.39,"Morbidity"
"Tight Suppression",50,50,60,1,3.125,"Anxiety",-90,"Morbidity"
"Tight Suppression",50,50,60,1,3.75,"Anxiety",-168.69,"Morbidity"
"Tight Suppression",50,75,60,0,2.5,"Anxiety",-0.37,"Morbidity"
"Tight Suppression",50,75,60,0,3.125,"Anxiety",-71.78,"Morbidity"
"Tight Suppression",50,75,60,0,3.75,"Anxiety",-145.52,"Morbidity"
"Tight Suppression",50,75,60,1,2.5,"Anxiety",-0.23,"Morbidity"
"Tight Suppression",50,75,60,1,3.125,"Anxiety",-59.68,"Morbidity"
"Tight Suppression",50,75,60,1,3.75,"Anxiety",-153.02,"Morbidity"
"Tight Suppression",50,90,60,0,2.5,"Anxiety",-0.33,"Morbidity"
"Tight Suppression",50,90,60,0,3.125,"Anxiety",-59.56,"Morbidity"
"Tight Suppression",50,90,60,0,3.75,"Anxiety",-121.07,"Morbidity"
"Tight Suppression",50,90,60,1,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",50,90,60,1,3.125,"Anxiety",-54.81,"Morbidity"
"Tight Suppression",50,90,60,1,3.75,"Anxiety",-129.89,"Morbidity"
"Tight Suppression",75,50,60,0,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",75,50,60,0,3.125,"Anxiety",-68.58,"Morbidity"
"Tight Suppression",75,50,60,0,3.75,"Anxiety",-148.7,"Morbidity"
"Tight Suppression",75,50,60,1,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",75,50,60,1,3.125,"Anxiety",-57.37,"Morbidity"
"Tight Suppression",75,50,60,1,3.75,"Anxiety",-154.34,"Morbidity"
"Tight Suppression",75,75,60,0,2.5,"Anxiety",-0.73,"Morbidity"
"Tight Suppression",75,75,60,0,3.125,"Anxiety",-48.65,"Morbidity"
"Tight Suppression",75,75,60,0,3.75,"Anxiety",-124.32,"Morbidity"
"Tight Suppression",75,75,60,1,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",75,75,60,1,3.125,"Anxiety",-42.55,"Morbidity"
"Tight Suppression",75,75,60,1,3.75,"Anxiety",-128.94,"Morbidity"
"Tight Suppression",75,90,60,0,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",75,90,60,0,3.125,"Anxiety",-45.33,"Morbidity"
"Tight Suppression",75,90,60,0,3.75,"Anxiety",-95.91,"Morbidity"
"Tight Suppression",75,90,60,1,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",75,90,60,1,3.125,"Anxiety",-39.54,"Morbidity"
"Tight Suppression",75,90,60,1,3.75,"Anxiety",-103.45,"Morbidity"
"Tight Suppression",90,50,60,0,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",90,50,60,0,3.125,"Anxiety",-40.41,"Morbidity"
"Tight Suppression",90,50,60,0,3.75,"Anxiety",-142.02,"Morbidity"
"Tight Suppression",90,50,60,1,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",90,50,60,1,3.125,"Anxiety",-42.78,"Morbidity"
"Tight Suppression",90,50,60,1,3.75,"Anxiety",-151.61,"Morbidity"
"Tight Suppression",90,75,60,0,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",90,75,60,0,3.125,"Anxiety",-36.98,"Morbidity"
"Tight Suppression",90,75,60,0,3.75,"Anxiety",-105.78,"Morbidity"
"Tight Suppression",90,75,60,1,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",90,75,60,1,3.125,"Anxiety",-30.54,"Morbidity"
"Tight Suppression",90,75,60,1,3.75,"Anxiety",-115.63,"Morbidity"
"Tight Suppression",90,90,60,0,2.5,"Anxiety",-0.2,"Morbidity"
"Tight Suppression",90,90,60,0,3.125,"Anxiety",-32.48,"Morbidity"
"Tight Suppression",90,90,60,0,3.75,"Anxiety",-86.19,"Morbidity"
"Tight Suppression",90,90,60,1,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",90,90,60,1,3.125,"Anxiety",-28.65,"Morbidity"
"Tight Suppression",90,90,60,1,3.75,"Anxiety",-91.34,"Morbidity"
"Tight Suppression",50,50,75,0,2.5,"Anxiety",-0.19,"Morbidity"
"Tight Suppression",50,50,75,0,3.125,"Anxiety",-69.69,"Morbidity"
"Tight Suppression",50,50,75,0,3.75,"Anxiety",-150.85,"Morbidity"
"Tight Suppression",50,50,75,1,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",50,50,75,1,3.125,"Anxiety",-64.03,"Morbidity"
"Tight Suppression",50,50,75,1,3.75,"Anxiety",-157.52,"Morbidity"
"Tight Suppression",50,75,75,0,2.5,"Anxiety",-0.29,"Morbidity"
"Tight Suppression",50,75,75,0,3.125,"Anxiety",-55.66,"Morbidity"
"Tight Suppression",50,75,75,0,3.75,"Anxiety",-118.99,"Morbidity"
"Tight Suppression",50,75,75,1,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",50,75,75,1,3.125,"Anxiety",-48.33,"Morbidity"
"Tight Suppression",50,75,75,1,3.75,"Anxiety",-124.57,"Morbidity"
"Tight Suppression",50,90,75,0,2.5,"Anxiety",-0.54,"Morbidity"
"Tight Suppression",50,90,75,0,3.125,"Anxiety",-50.12,"Morbidity"
"Tight Suppression",50,90,75,0,3.75,"Anxiety",-90.8,"Morbidity"
"Tight Suppression",50,90,75,1,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",50,90,75,1,3.125,"Anxiety",-40.91,"Morbidity"
"Tight Suppression",50,90,75,1,3.75,"Anxiety",-102.79,"Morbidity"
"Tight Suppression",75,50,75,0,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",75,50,75,0,3.125,"Anxiety",-46.6,"Morbidity"
"Tight Suppression",75,50,75,0,3.75,"Anxiety",-134.34,"Morbidity"
"Tight Suppression",75,50,75,1,2.5,"Anxiety",-0.2,"Morbidity"
"Tight Suppression",75,50,75,1,3.125,"Anxiety",-40.02,"Morbidity"
"Tight Suppression",75,50,75,1,3.75,"Anxiety",-135.37,"Morbidity"
"Tight Suppression",75,75,75,0,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",75,75,75,0,3.125,"Anxiety",-34.99,"Morbidity"
"Tight Suppression",75,75,75,0,3.75,"Anxiety",-94.37,"Morbidity"
"Tight Suppression",75,75,75,1,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",75,75,75,1,3.125,"Anxiety",-29.25,"Morbidity"
"Tight Suppression",75,75,75,1,3.75,"Anxiety",-98.85,"Morbidity"
"Tight Suppression",75,90,75,0,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",75,90,75,0,3.125,"Anxiety",-31.85,"Morbidity"
"Tight Suppression",75,90,75,0,3.75,"Anxiety",-80.54,"Morbidity"
"Tight Suppression",75,90,75,1,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",75,90,75,1,3.125,"Anxiety",-25.85,"Morbidity"
"Tight Suppression",75,90,75,1,3.75,"Anxiety",-80.9,"Morbidity"
"Tight Suppression",90,50,75,0,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",90,50,75,0,3.125,"Anxiety",-24.52,"Morbidity"
"Tight Suppression",90,50,75,0,3.75,"Anxiety",-103.11,"Morbidity"
"Tight Suppression",90,50,75,1,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",90,50,75,1,3.125,"Anxiety",-19.7,"Morbidity"
"Tight Suppression",90,50,75,1,3.75,"Anxiety",-113.73,"Morbidity"
"Tight Suppression",90,75,75,0,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",90,75,75,0,3.125,"Anxiety",-19.37,"Morbidity"
"Tight Suppression",90,75,75,0,3.75,"Anxiety",-75.48,"Morbidity"
"Tight Suppression",90,75,75,1,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",90,75,75,1,3.125,"Anxiety",-16.05,"Morbidity"
"Tight Suppression",90,75,75,1,3.75,"Anxiety",-80.82,"Morbidity"
"Tight Suppression",90,90,75,0,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",90,90,75,0,3.125,"Anxiety",-18.34,"Morbidity"
"Tight Suppression",90,90,75,0,3.75,"Anxiety",-73.09,"Morbidity"
"Tight Suppression",90,90,75,1,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",90,90,75,1,3.125,"Anxiety",-14.12,"Morbidity"
"Tight Suppression",90,90,75,1,3.75,"Anxiety",-73.76,"Morbidity"
"Tight Suppression",50,50,90,0,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",50,50,90,0,3.125,"Anxiety",-57.74,"Morbidity"
"Tight Suppression",50,50,90,0,3.75,"Anxiety",-138.04,"Morbidity"
"Tight Suppression",50,50,90,1,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",50,50,90,1,3.125,"Anxiety",-50.41,"Morbidity"
"Tight Suppression",50,50,90,1,3.75,"Anxiety",-149.2,"Morbidity"
"Tight Suppression",50,75,90,0,2.5,"Anxiety",-0.22,"Morbidity"
"Tight Suppression",50,75,90,0,3.125,"Anxiety",-44.47,"Morbidity"
"Tight Suppression",50,75,90,0,3.75,"Anxiety",-95.04,"Morbidity"
"Tight Suppression",50,75,90,1,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",50,75,90,1,3.125,"Anxiety",-37.27,"Morbidity"
"Tight Suppression",50,75,90,1,3.75,"Anxiety",-106.74,"Morbidity"
"Tight Suppression",50,90,90,0,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",50,90,90,0,3.125,"Anxiety",-40.92,"Morbidity"
"Tight Suppression",50,90,90,0,3.75,"Anxiety",-79.37,"Morbidity"
"Tight Suppression",50,90,90,1,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",50,90,90,1,3.125,"Anxiety",-35.63,"Morbidity"
"Tight Suppression",50,90,90,1,3.75,"Anxiety",-87.92,"Morbidity"
"Tight Suppression",75,50,90,0,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",75,50,90,0,3.125,"Anxiety",-30.31,"Morbidity"
"Tight Suppression",75,50,90,0,3.75,"Anxiety",-103.28,"Morbidity"
"Tight Suppression",75,50,90,1,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",75,50,90,1,3.125,"Anxiety",-26.24,"Morbidity"
"Tight Suppression",75,50,90,1,3.75,"Anxiety",-111.1,"Morbidity"
"Tight Suppression",75,75,90,0,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",75,75,90,0,3.125,"Anxiety",-25.62,"Morbidity"
"Tight Suppression",75,75,90,0,3.75,"Anxiety",-76.58,"Morbidity"
"Tight Suppression",75,75,90,1,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",75,75,90,1,3.125,"Anxiety",-18.56,"Morbidity"
"Tight Suppression",75,75,90,1,3.75,"Anxiety",-73.73,"Morbidity"
"Tight Suppression",75,90,90,0,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",75,90,90,0,3.125,"Anxiety",-20.62,"Morbidity"
"Tight Suppression",75,90,90,0,3.75,"Anxiety",-73.38,"Morbidity"
"Tight Suppression",75,90,90,1,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",75,90,90,1,3.125,"Anxiety",-17.57,"Morbidity"
"Tight Suppression",75,90,90,1,3.75,"Anxiety",-70.25,"Morbidity"
"Tight Suppression",90,50,90,0,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",90,50,90,0,3.125,"Anxiety",-11.08,"Morbidity"
"Tight Suppression",90,50,90,0,3.75,"Anxiety",-72.74,"Morbidity"
"Tight Suppression",90,50,90,1,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",90,50,90,1,3.125,"Anxiety",-8.34,"Morbidity"
"Tight Suppression",90,50,90,1,3.75,"Anxiety",-81.67,"Morbidity"
"Tight Suppression",90,75,90,0,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",90,75,90,0,3.125,"Anxiety",-9.98,"Morbidity"
"Tight Suppression",90,75,90,0,3.75,"Anxiety",-68.84,"Morbidity"
"Tight Suppression",90,75,90,1,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",90,75,90,1,3.125,"Anxiety",-7.61,"Morbidity"
"Tight Suppression",90,75,90,1,3.75,"Anxiety",-62.91,"Morbidity"
"Tight Suppression",90,90,90,0,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",90,90,90,0,3.125,"Anxiety",-8.35,"Morbidity"
"Tight Suppression",90,90,90,0,3.75,"Anxiety",-66.61,"Morbidity"
"Tight Suppression",90,90,90,1,2.5,"Anxiety",0,"Morbidity"
"Tight Suppression",90,90,90,1,3.125,"Anxiety",-4.37,"Morbidity"
"Tight Suppression",90,90,90,1,3.75,"Anxiety",-62.17,"Morbidity"
"Loose Suppression",50,50,60,0,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",50,50,60,0,3.125,"Anxiety",-107.4,"Morbidity"
"Loose Suppression",50,50,60,0,3.75,"Anxiety",-168.25,"Morbidity"
"Loose Suppression",50,50,60,1,2.5,"Anxiety",-0.46,"Morbidity"
"Loose Suppression",50,50,60,1,3.125,"Anxiety",-79.82,"Morbidity"
"Loose Suppression",50,50,60,1,3.75,"Anxiety",-154.65,"Morbidity"
"Loose Suppression",50,75,60,0,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",50,75,60,0,3.125,"Anxiety",-77.35,"Morbidity"
"Loose Suppression",50,75,60,0,3.75,"Anxiety",-145.79,"Morbidity"
"Loose Suppression",50,75,60,1,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",50,75,60,1,3.125,"Anxiety",-58.17,"Morbidity"
"Loose Suppression",50,75,60,1,3.75,"Anxiety",-145.08,"Morbidity"
"Loose Suppression",50,90,60,0,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",50,90,60,0,3.125,"Anxiety",-69.23,"Morbidity"
"Loose Suppression",50,90,60,0,3.75,"Anxiety",-125.33,"Morbidity"
"Loose Suppression",50,90,60,1,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",50,90,60,1,3.125,"Anxiety",-52.32,"Morbidity"
"Loose Suppression",50,90,60,1,3.75,"Anxiety",-122.85,"Morbidity"
"Loose Suppression",75,50,60,0,2.5,"Anxiety",-0.28,"Morbidity"
"Loose Suppression",75,50,60,0,3.125,"Anxiety",-76.21,"Morbidity"
"Loose Suppression",75,50,60,0,3.75,"Anxiety",-157.45,"Morbidity"
"Loose Suppression",75,50,60,1,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",75,50,60,1,3.125,"Anxiety",-58.41,"Morbidity"
"Loose Suppression",75,50,60,1,3.75,"Anxiety",-148.87,"Morbidity"
"Loose Suppression",75,75,60,0,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",75,75,60,0,3.125,"Anxiety",-57.13,"Morbidity"
"Loose Suppression",75,75,60,0,3.75,"Anxiety",-130.1,"Morbidity"
"Loose Suppression",75,75,60,1,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",75,75,60,1,3.125,"Anxiety",-41.82,"Morbidity"
"Loose Suppression",75,75,60,1,3.75,"Anxiety",-126.58,"Morbidity"
"Loose Suppression",75,90,60,0,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",75,90,60,0,3.125,"Anxiety",-49.42,"Morbidity"
"Loose Suppression",75,90,60,0,3.75,"Anxiety",-104.27,"Morbidity"
"Loose Suppression",75,90,60,1,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",75,90,60,1,3.125,"Anxiety",-34.06,"Morbidity"
"Loose Suppression",75,90,60,1,3.75,"Anxiety",-101.58,"Morbidity"
"Loose Suppression",90,50,60,0,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",90,50,60,0,3.125,"Anxiety",-58.02,"Morbidity"
"Loose Suppression",90,50,60,0,3.75,"Anxiety",-142.43,"Morbidity"
"Loose Suppression",90,50,60,1,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",90,50,60,1,3.125,"Anxiety",-46.53,"Morbidity"
"Loose Suppression",90,50,60,1,3.75,"Anxiety",-138.6,"Morbidity"
"Loose Suppression",90,75,60,0,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",90,75,60,0,3.125,"Anxiety",-40.92,"Morbidity"
"Loose Suppression",90,75,60,0,3.75,"Anxiety",-107.56,"Morbidity"
"Loose Suppression",90,75,60,1,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",90,75,60,1,3.125,"Anxiety",-28.79,"Morbidity"
"Loose Suppression",90,75,60,1,3.75,"Anxiety",-110.88,"Morbidity"
"Loose Suppression",90,90,60,0,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",90,90,60,0,3.125,"Anxiety",-30.51,"Morbidity"
"Loose Suppression",90,90,60,0,3.75,"Anxiety",-86.82,"Morbidity"
"Loose Suppression",90,90,60,1,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",90,90,60,1,3.125,"Anxiety",-20.02,"Morbidity"
"Loose Suppression",90,90,60,1,3.75,"Anxiety",-86.67,"Morbidity"
"Loose Suppression",50,50,75,0,2.5,"Anxiety",-0.4,"Morbidity"
"Loose Suppression",50,50,75,0,3.125,"Anxiety",-82.9,"Morbidity"
"Loose Suppression",50,50,75,0,3.75,"Anxiety",-158.24,"Morbidity"
"Loose Suppression",50,50,75,1,2.5,"Anxiety",-0.34,"Morbidity"
"Loose Suppression",50,50,75,1,3.125,"Anxiety",-66.07,"Morbidity"
"Loose Suppression",50,50,75,1,3.75,"Anxiety",-148.81,"Morbidity"
"Loose Suppression",50,75,75,0,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",50,75,75,0,3.125,"Anxiety",-64.17,"Morbidity"
"Loose Suppression",50,75,75,0,3.75,"Anxiety",-130.21,"Morbidity"
"Loose Suppression",50,75,75,1,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",50,75,75,1,3.125,"Anxiety",-46.56,"Morbidity"
"Loose Suppression",50,75,75,1,3.75,"Anxiety",-120.16,"Morbidity"
"Loose Suppression",50,90,75,0,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",50,90,75,0,3.125,"Anxiety",-56.22,"Morbidity"
"Loose Suppression",50,90,75,0,3.75,"Anxiety",-97.99,"Morbidity"
"Loose Suppression",50,90,75,1,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",50,90,75,1,3.125,"Anxiety",-39.52,"Morbidity"
"Loose Suppression",50,90,75,1,3.75,"Anxiety",-95.78,"Morbidity"
"Loose Suppression",75,50,75,0,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",75,50,75,0,3.125,"Anxiety",-56.28,"Morbidity"
"Loose Suppression",75,50,75,0,3.75,"Anxiety",-142.86,"Morbidity"
"Loose Suppression",75,50,75,1,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",75,50,75,1,3.125,"Anxiety",-40.62,"Morbidity"
"Loose Suppression",75,50,75,1,3.75,"Anxiety",-132.77,"Morbidity"
"Loose Suppression",75,75,75,0,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",75,75,75,0,3.125,"Anxiety",-40.03,"Morbidity"
"Loose Suppression",75,75,75,0,3.75,"Anxiety",-98.83,"Morbidity"
"Loose Suppression",75,75,75,1,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",75,75,75,1,3.125,"Anxiety",-27.84,"Morbidity"
"Loose Suppression",75,75,75,1,3.75,"Anxiety",-97.06,"Morbidity"
"Loose Suppression",75,90,75,0,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",75,90,75,0,3.125,"Anxiety",-31.01,"Morbidity"
"Loose Suppression",75,90,75,0,3.75,"Anxiety",-83.53,"Morbidity"
"Loose Suppression",75,90,75,1,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",75,90,75,1,3.125,"Anxiety",-20.53,"Morbidity"
"Loose Suppression",75,90,75,1,3.75,"Anxiety",-77.48,"Morbidity"
"Loose Suppression",90,50,75,0,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",90,50,75,0,3.125,"Anxiety",-29.82,"Morbidity"
"Loose Suppression",90,50,75,0,3.75,"Anxiety",-117.53,"Morbidity"
"Loose Suppression",90,50,75,1,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",90,50,75,1,3.125,"Anxiety",-20.62,"Morbidity"
"Loose Suppression",90,50,75,1,3.75,"Anxiety",-113.41,"Morbidity"
"Loose Suppression",90,75,75,0,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",90,75,75,0,3.125,"Anxiety",-19.01,"Morbidity"
"Loose Suppression",90,75,75,0,3.75,"Anxiety",-88,"Morbidity"
"Loose Suppression",90,75,75,1,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",90,75,75,1,3.125,"Anxiety",-11.81,"Morbidity"
"Loose Suppression",90,75,75,1,3.75,"Anxiety",-79.7,"Morbidity"
"Loose Suppression",90,90,75,0,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",90,90,75,0,3.125,"Anxiety",-13.18,"Morbidity"
"Loose Suppression",90,90,75,0,3.75,"Anxiety",-77.46,"Morbidity"
"Loose Suppression",90,90,75,1,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",90,90,75,1,3.125,"Anxiety",-8.91,"Morbidity"
"Loose Suppression",90,90,75,1,3.75,"Anxiety",-72.85,"Morbidity"
"Loose Suppression",50,50,90,0,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",50,50,90,0,3.125,"Anxiety",-64.45,"Morbidity"
"Loose Suppression",50,50,90,0,3.75,"Anxiety",-144.04,"Morbidity"
"Loose Suppression",50,50,90,1,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",50,50,90,1,3.125,"Anxiety",-51.37,"Morbidity"
"Loose Suppression",50,50,90,1,3.75,"Anxiety",-141.28,"Morbidity"
"Loose Suppression",50,75,90,0,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",50,75,90,0,3.125,"Anxiety",-50.15,"Morbidity"
"Loose Suppression",50,75,90,0,3.75,"Anxiety",-93.16,"Morbidity"
"Loose Suppression",50,75,90,1,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",50,75,90,1,3.125,"Anxiety",-35.69,"Morbidity"
"Loose Suppression",50,75,90,1,3.75,"Anxiety",-98.81,"Morbidity"
"Loose Suppression",50,90,90,0,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",50,90,90,0,3.125,"Anxiety",-39.02,"Morbidity"
"Loose Suppression",50,90,90,0,3.75,"Anxiety",-79.78,"Morbidity"
"Loose Suppression",50,90,90,1,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",50,90,90,1,3.125,"Anxiety",-27.54,"Morbidity"
"Loose Suppression",50,90,90,1,3.75,"Anxiety",-81.36,"Morbidity"
"Loose Suppression",75,50,90,0,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",75,50,90,0,3.125,"Anxiety",-33.98,"Morbidity"
"Loose Suppression",75,50,90,0,3.75,"Anxiety",-115.06,"Morbidity"
"Loose Suppression",75,50,90,1,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",75,50,90,1,3.125,"Anxiety",-24.28,"Morbidity"
"Loose Suppression",75,50,90,1,3.75,"Anxiety",-108.01,"Morbidity"
"Loose Suppression",75,75,90,0,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",75,75,90,0,3.125,"Anxiety",-26.26,"Morbidity"
"Loose Suppression",75,75,90,0,3.75,"Anxiety",-78.05,"Morbidity"
"Loose Suppression",75,75,90,1,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",75,75,90,1,3.125,"Anxiety",-12.5,"Morbidity"
"Loose Suppression",75,75,90,1,3.75,"Anxiety",-76.7,"Morbidity"
"Loose Suppression",75,90,90,0,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",75,90,90,0,3.125,"Anxiety",-17.69,"Morbidity"
"Loose Suppression",75,90,90,0,3.75,"Anxiety",-77.38,"Morbidity"
"Loose Suppression",75,90,90,1,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",75,90,90,1,3.125,"Anxiety",-10.93,"Morbidity"
"Loose Suppression",75,90,90,1,3.75,"Anxiety",-71.19,"Morbidity"
"Loose Suppression",90,50,90,0,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",90,50,90,0,3.125,"Anxiety",-7.22,"Morbidity"
"Loose Suppression",90,50,90,0,3.75,"Anxiety",-90.64,"Morbidity"
"Loose Suppression",90,50,90,1,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",90,50,90,1,3.125,"Anxiety",-6.44,"Morbidity"
"Loose Suppression",90,50,90,1,3.75,"Anxiety",-80.65,"Morbidity"
"Loose Suppression",90,75,90,0,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",90,75,90,0,3.125,"Anxiety",-6.87,"Morbidity"
"Loose Suppression",90,75,90,0,3.75,"Anxiety",-74.23,"Morbidity"
"Loose Suppression",90,75,90,1,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",90,75,90,1,3.125,"Anxiety",-3.79,"Morbidity"
"Loose Suppression",90,75,90,1,3.75,"Anxiety",-66,"Morbidity"
"Loose Suppression",90,90,90,0,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",90,90,90,0,3.125,"Anxiety",-4.74,"Morbidity"
"Loose Suppression",90,90,90,0,3.75,"Anxiety",-70.27,"Morbidity"
"Loose Suppression",90,90,90,1,2.5,"Anxiety",0,"Morbidity"
"Loose Suppression",90,90,90,1,3.125,"Anxiety",-2.09,"Morbidity"
"Loose Suppression",90,90,90,1,3.75,"Anxiety",-63.47,"Morbidity"
"Aggressive Elimination",50,50,60,0,2.5,"Depression",-297.53,"Morbidity"
"Aggressive Elimination",50,50,60,0,3.125,"Depression",-467.49,"Morbidity"
"Aggressive Elimination",50,50,60,0,3.75,"Depression",-691.74,"Morbidity"
"Aggressive Elimination",50,50,60,1,2.5,"Depression",-76.35,"Morbidity"
"Aggressive Elimination",50,50,60,1,3.125,"Depression",-181,"Morbidity"
"Aggressive Elimination",50,50,60,1,3.75,"Depression",-446.28,"Morbidity"
"Aggressive Elimination",50,75,60,0,2.5,"Depression",-274.86,"Morbidity"
"Aggressive Elimination",50,75,60,0,3.125,"Depression",-438.53,"Morbidity"
"Aggressive Elimination",50,75,60,0,3.75,"Depression",-674.37,"Morbidity"
"Aggressive Elimination",50,75,60,1,2.5,"Depression",-74.39,"Morbidity"
"Aggressive Elimination",50,75,60,1,3.125,"Depression",-161.63,"Morbidity"
"Aggressive Elimination",50,75,60,1,3.75,"Depression",-383.71,"Morbidity"
"Aggressive Elimination",50,90,60,0,2.5,"Depression",-245.59,"Morbidity"
"Aggressive Elimination",50,90,60,0,3.125,"Depression",-415.76,"Morbidity"
"Aggressive Elimination",50,90,60,0,3.75,"Depression",-656.51,"Morbidity"
"Aggressive Elimination",50,90,60,1,2.5,"Depression",-72.83,"Morbidity"
"Aggressive Elimination",50,90,60,1,3.125,"Depression",-154.43,"Morbidity"
"Aggressive Elimination",50,90,60,1,3.75,"Depression",-358.25,"Morbidity"
"Aggressive Elimination",75,50,60,0,2.5,"Depression",-285.87,"Morbidity"
"Aggressive Elimination",75,50,60,0,3.125,"Depression",-417.09,"Morbidity"
"Aggressive Elimination",75,50,60,0,3.75,"Depression",-657.95,"Morbidity"
"Aggressive Elimination",75,50,60,1,2.5,"Depression",-73.06,"Morbidity"
"Aggressive Elimination",75,50,60,1,3.125,"Depression",-140.8,"Morbidity"
